Key	Content	Handle
WPN_LLWEAPONEX_DualShields_Lizards_C_Epic_2_DisplayName	Iron Will, Lion's Courage	hbed06604gcd54g4416gbeaegd171f8e78a77
WPN_LLWEAPONEX_DualShields_Lizards_C_Epic_3_DisplayName	Silver Moon, Golden Sun	h7bd8a899gdb5fg43c3gb553gf9ba3b02968b
WPN_LLWEAPONEX_DualShields_Lizards_C_Legendary_DisplayName	Lunaris & Solaris	h5cb2bd14ge6e9g4414gb251g68882368b0bf
WPN_LLWEAPONEX_DualShields_Lizards_C_Rare_1_DisplayName	The Emperor's Wall	h3fda20edg9786g47deg9aecgab17738b1ded
WPN_LLWEAPONEX_DualShields_Lizards_C_Rare_2_DisplayName	Barricade of the Ancient Empire	h3c29ef66g8d40g452cgb5f0g346b54e6b03e
WPN_LLWEAPONEX_DualShields_Lizards_C_Rare_3_DisplayName	Unyielding Walls of the Empire	h26d0d74dg3073g4b67gb34agc748c96ed74d
WPN_LLWEAPONEX_DualShields_Uncommon_1_DisplayName	Ancient Dual Shields	h4da10f0ag01b5g4bdagb58cg468020b05690
WPN_LLWEAPONEX_DualShields_Uncommon_2_DisplayName	Battle-Hardened Dual Shields	h0ceb51ffg9102g41ccga4f2gd9b57aaf9c16
WPN_LLWEAPONEX_DualShields_Uncommon_3_DisplayName	Reinforced Dual Shields	h3e8e98e7g50fag4aa5ga04ege277e5cc8d0a
WPN_LLWEAPONEX_DualShields_Uncommon_4_DisplayName	Exquisite Dual Shields	h621e60f2g5e1ag45ecg8f59g4680c8c0e830
WPN_LLWEAPONEX_DualShields_Uncommon_5_DisplayName	Exceptional Dual Shields	h698f1a51gdcf5g491bg8c6fgff6d8863c00b
WPN_LLWEAPONEX_DualShields_Uncommon_6_DisplayName	Artisan Dual Shields	h9beed15dgef6fg4a7fg8674g2c2bfdcbfad7
WPN_LLWEAPONEX_DualShields_Wooden_A_Common_DisplayName	Dual Wooden Shields	hb00ba3dcg9562g4743gb3bfg34592dc34624
WPN_LLWEAPONEX_DualShields_Wooden_A_Divine_DisplayName	Oaken Aegis, Shield of the Divine	h39c1891cg03e8g47d5g9142g969806c842c7
WPN_LLWEAPONEX_DualShields_Wooden_A_Epic_1_DisplayName	Thunderguard	hc182f2f5g725dg4e69gba5fg22897f844f0f
WPN_LLWEAPONEX_DualShields_Wooden_A_Epic_2_DisplayName	Lightningwall	he9dce9e3g8d75g4525g956cg4df89e335bf8
WPN_LLWEAPONEX_DualShields_Wooden_A_Epic_3_DisplayName	Oakenguard, Thunder's Bane	hfc5bd7d3g7aa4g4bc4g8992gbe28f32ff443
WPN_LLWEAPONEX_DualShields_Wooden_A_Legendary_DisplayName	Oakenwall, Heavenbreaker	h949745a3g7b63g4c99g8a6eg1fb29bb5e1cd
WPN_LLWEAPONEX_DualShields_Wooden_A_Rare_1_DisplayName	Oaken Walls	hdbe02c3ag60a7g4938gace5g64a0ef93890a
WPN_LLWEAPONEX_DualShields_Wooden_A_Rare_2_DisplayName	Lightning Barrier	hedc82032gf8dfg49ddga9b2gc6afbf752a8d
WPN_LLWEAPONEX_DualShields_Wooden_A_Rare_3_DisplayName	Lightningbreaker	h91194fbag42ffg44efgbc10gd3b7b4073b0e
WPN_LLWEAPONEX_DualShields_Wooden_A_Uncommon_1_DisplayName	Lacquered Wooden Shields	h79b71ebag1ed6g479cga52eg691a78721a0f
WPN_LLWEAPONEX_DualShields_Wooden_A_Uncommon_2_DisplayName	Solid Wooden Shields	h00db7873g33d9g4de5gaeb3gfc69f2588858
WPN_LLWEAPONEX_DualShields_Wooden_A_Uncommon_3_DisplayName	Reinforced Wooden Shields	h81bf6306g22b9g48e1g896fg6dd883b1c09c
WPN_LLWEAPONEX_DualShields_Wooden_A_Uncommon_4_DisplayName	Magic-Resistant Wooden Shields	hf75dd4f8g3f32g4736gad55g3bc7e18068f1
WPN_LLWEAPONEX_Firearm_2H_Rifle_A_Common_DisplayName	Old Rifle	h7f82ca3fg7d3dg43b6gb692gda14c4b94b0f
WPN_LLWEAPONEX_Firearm_2H_Rifle_A_Crafted_DisplayName	Soldier's Rifle	h189386bag49ebg4d15ga457g3e1fe7b053ab
WPN_LLWEAPONEX_Firearm_2H_Rifle_A_Divine_DisplayName	Revolution	h19d0be5eg3206g404eg856dg1ab64c742d3b
WPN_LLWEAPONEX_Firearm_2H_Rifle_A_Epic_1_DisplayName	Assassin's Retirement	h6e7f93aeg6389g49ffgbd17g56c38a61568b
WPN_LLWEAPONEX_Firearm_2H_Rifle_A_Epic_2_DisplayName	Peasant's Equalizer	h7ebefc17g8de3g451bg8ca5gcd0a58d1f986
WPN_LLWEAPONEX_Firearm_2H_Rifle_A_Epic_3_DisplayName	Sniper's Vow	h48db07bag5564g4e40g9de9gac7ffef1ffa6
WPN_LLWEAPONEX_Firearm_2H_Rifle_A_Legendary_DisplayName	Fateslayer	h8f0d5103g9deeg4606gb1bfge121f36a2f4e
WPN_LLWEAPONEX_Firearm_2H_Rifle_A_Rare_1_DisplayName	Leadslinger	h1841b24ag5ceeg4c1dg9378g96f17f969d55
WPN_LLWEAPONEX_Firearm_2H_Rifle_A_Rare_2_DisplayName	Old Faithful	haa046d1cg1936g46e3g9949g22e8fa965032
WPN_LLWEAPONEX_Firearm_2H_Rifle_A_Rare_3_DisplayName	Marksman's Rifle	h87ce0decg2b41g4200gbdbege95858c1448f
WPN_LLWEAPONEX_Firearm_2H_Rifle_A_Uncommon_1_DisplayName	Trusty Rifle	h79bce828g27a6g4b57g848bg3c4cba5ca4e7
WPN_LLWEAPONEX_Firearm_2H_Rifle_A_Uncommon_2_DisplayName	Polished Rifle	h19af8fb0ga679g4b3fg9198gce738b710253
WPN_LLWEAPONEX_Firearm_2H_Rifle_A_Uncommon_3_DisplayName	Tuned Rifle	hc50ca329gfc06g4b22g9073gd65fa5fd2a88
WPN_LLWEAPONEX_Firearm_2H_Rifle_A_Uncommon_4_DisplayName	Well-Balanced Rifle	habc45799g6311g4161gb859g3c8b9875132b
WPN_LLWEAPONEX_Firearm_2H_Rifle_B_Common_DisplayName	Old Rifle	h4b7e178cg37c4g430dg8282g14bc022d3b20
WPN_LLWEAPONEX_Firearm_2H_Rifle_B_Crafted_DisplayName	Sniper's Rifle	h480c4699g224bg4bccg9b43g3a6b0ea2bb38
WPN_LLWEAPONEX_Firearm_2H_Rifle_B_Divine_DisplayName	Revolution	ha5e68b94gef5ag4f30gaa13gcd30063f5a58
WPN_LLWEAPONEX_Firearm_2H_Rifle_B_Epic_1_DisplayName	Assassin's Retirement	h260beed1g97f4g4eb7g8327g9ba650255c39
WPN_LLWEAPONEX_Firearm_2H_Rifle_B_Epic_2_DisplayName	Peasant's Equalizer	haba8a8f1g0447g47c3gaf04g7064e649339b
WPN_LLWEAPONEX_Firearm_2H_Rifle_B_Epic_3_DisplayName	Sniper's Vow	h2abf46a3g040fg4eb1gacfcgb12a12da5f94
WPN_LLWEAPONEX_Firearm_2H_Rifle_B_Legendary_DisplayName	Fateslayer	h4ef1e65bg14f6g4d4ag95ebg604f692cddb3
WPN_LLWEAPONEX_Firearm_2H_Rifle_B_Rare_1_DisplayName	Leadslinger	h29403bd1g8d3dg491ag80e5g20effb3cf32c
WPN_LLWEAPONEX_Firearm_2H_Rifle_B_Rare_2_DisplayName	Old Faithful	hac84b5bbgc5e1g429eg8928g8d9ee68ae371
WPN_LLWEAPONEX_Firearm_2H_Rifle_B_Rare_3_DisplayName	Marksman's Rifle	h5a3b236cg8ac8g40begba68ge2d96e87e471
WPN_LLWEAPONEX_Firearm_2H_Rifle_B_Uncommon_1_DisplayName	Trusty Rifle	h74b5ad8fga523g41b7g9487ga9267d843e0b
WPN_LLWEAPONEX_Firearm_2H_Rifle_B_Uncommon_2_DisplayName	Polished Rifle	h49452fe7gd1e1g4740ga206gec725a6f6727
WPN_LLWEAPONEX_Firearm_2H_Rifle_B_Uncommon_3_DisplayName	Tuned Rifle	h3b93ab3bg1847g4e81gbdbegff9b008a03f2
WPN_LLWEAPONEX_Firearm_2H_Rifle_B_Uncommon_4_DisplayName	Well-Balanced Rifle	h99bba884g2cbag452dga14bg707e48890bea
WPN_LLWEAPONEX_Glaive_2H_Crafted_1_DisplayName	Crafted Glaive	h23b392d6g5b99g492bg9acfg485eb02b05a7
WPN_LLWEAPONEX_Glaive_2H_Crafted_2_DisplayName	Artisan's Glaive	hab679dffg7b1fg4784g803cg2c90cbda07a3
WPN_LLWEAPONEX_Glaive_2H_Crafted_3_DisplayName	Glaive	h3fbb0e48g9ca6g4372g86e6gd35d9e3bec56
WPN_LLWEAPONEX_Glaive_2H_Epic_1_DisplayName	General's Mercy	h3b87e4feg20b1g4ad1gae99gfd2c945c19f7
WPN_LLWEAPONEX_Glaive_2H_Epic_10_DisplayName	Execution	h13ac28ceg70feg4617gb124g5cdb198bbcac
WPN_LLWEAPONEX_Glaive_2H_Epic_11_DisplayName	Etcher of Desecration	hf37bce2fg8093g443fg86f8g3829ee402480
WPN_LLWEAPONEX_Glaive_2H_Epic_12_DisplayName	Unholy Razor	h7c00b6d2gc8dcg40fdg9a54g356a66aa8f58
WPN_LLWEAPONEX_Glaive_2H_Epic_13_DisplayName	Stormrider	h01904c95g4bf4g42c8g8ce3gd13e2acd3309
WPN_LLWEAPONEX_Glaive_2H_Epic_14_DisplayName	Nightfall	h6ce89a8cgce48g408ag8321g7e1813896f4a
WPN_LLWEAPONEX_Glaive_2H_Epic_15_DisplayName	Blinder	hfc86af03g5ae6g4acdg8146g7e5415774ce1
WPN_LLWEAPONEX_Glaive_2H_Epic_16_DisplayName	Soulcursed Ebon Skewer	h24c46591g7909g4428gbd03g8644bd0d580d
WPN_LLWEAPONEX_Glaive_2H_Epic_2_DisplayName	Night's Edge	h16a53792g6604g4a6ag9f3agcfa5e63ac21d
WPN_LLWEAPONEX_Glaive_2H_Epic_3_DisplayName	Widowmaker	he625016eg2212g4f39g814fg1845dee2edb9
WPN_LLWEAPONEX_Glaive_2H_Epic_4_DisplayName	Peacekeeper	h392e56e5g46fdg4d93g9bd1ge9e7ddbefee4
WPN_LLWEAPONEX_Glaive_2H_Epic_5_DisplayName	Remorse	h0b34a630gc0b8g413dg8c7cg388d52006514
WPN_LLWEAPONEX_Glaive_2H_Epic_6_DisplayName	Extermination	h7cc93d1fge6ceg465fgbbb7gee5e2bb13418
WPN_LLWEAPONEX_Glaive_2H_Epic_7_DisplayName	Skirmisher	hd2d5367eg5665g4bc4g8f2egf4cb421c2ec3
WPN_LLWEAPONEX_Glaive_2H_Epic_8_DisplayName	Neck Relief	h568713e7g521eg46feg9991g1013e8c1aefb
WPN_LLWEAPONEX_Glaive_2H_Epic_9_DisplayName	Executioner's Promise	h21c89079gfd43g4399g9f23g0d0760624f62
WPN_LLWEAPONEX_Glaive_2H_Normal_1_DisplayName	Glaive	h7c06808agcfc4g4186ga572ge920f4d40365
WPN_LLWEAPONEX_Glaive_2H_Normal_2_DisplayName	Honed Glaive	h612c0e22ga361g49f4g832ag8c6ef843f0e3
WPN_LLWEAPONEX_Glaive_2H_Normal_3_DisplayName	Magical Glaive	h39e9434egbc5cg4779gb319gd191db9914ce
WPN_LLWEAPONEX_Glaive_2H_Rare_1_DisplayName	Reinforced Glaive	h51c04f89g2118g4f25gb2c2ge53e6b1c48ea
WPN_LLWEAPONEX_Glaive_2H_Rare_2_DisplayName	Steel Glaive	h3d8cd47cga381g4a5eg868dg3cf652210f2d
WPN_LLWEAPONEX_Glaive_2H_Rare_3_DisplayName	Battleworn Glaive	he86b7062g94beg485egb9dag0cf3c6b1d2ff
WPN_LLWEAPONEX_Glaive_2H_Rare_4_DisplayName	Soldier's Glaive	h176fd702g856eg4a56ga027g90f413fedc79
WPN_LLWEAPONEX_Glaive_2H_Weak_1_DisplayName	Worn Glaive	ha61a9beeg3dcbg426eg86dfg93adbbe40b56
WPN_LLWEAPONEX_Glaive_2H_Weak_2_DisplayName	Chipped Glaive	h0d40e3a7gd88fg45ccga4d6g68fc54998c7a
WPN_LLWEAPONEX_Greatbow_Crafted_1_Description	An old greatbow passed down as a family heirloom. Not the strongest, but it'll do.	h09132fbbg49fdg46c8g81b2g6b6de312721e
WPN_LLWEAPONEX_Greatbow_Crafted_1_DisplayName	Trusty Old Greatbow	ha57eabe4gc0b8g4fccg9ca7g0f748d97117a
WPN_LLWEAPONEX_Greatbow_Crafted_2_DisplayName	Greatbow	hfe7c8572g7718g4806gbaa3gd7928c34732e
WPN_LLWEAPONEX_Greatbow_Crafted_3_DisplayName	Artisan Greatbow	h0da99e4ag2de0g456dgba2eg43ed73c9a6d7
WPN_LLWEAPONEX_Greatbow_Normal_1_DisplayName	Hunter's Greatbow	hac7dad1dg50e3g461fga1abg30bb5aca84a5
WPN_LLWEAPONEX_Greatbow_Normal_2_DisplayName	Strongman's Greatbow	h6ac77698g7cf7g4d8aga548gd1bf823df736
WPN_LLWEAPONEX_Greatbow_Normal_3_DisplayName	Warrior's Greatbow	h5a14b843gd426g4481gaff6g01cfdc067527
WPN_LLWEAPONEX_Greatbow_Normal_4_DisplayName	Dragonslayer's Greatbow	h6a3d6841g00e8g4d72g8172g071fccfac077
WPN_LLWEAPONEX_Greatbow_Normal_5_DisplayName	Slayer's Greatbow	h45c35594ga4efg4923g87b2g351240d83b96
WPN_LLWEAPONEX_Greatbow_Normal_6_DisplayName	Mighty Greatbow 	h1de3fa06g9f91g4efdg82f4gac1f3c75d6a7
WPN_LLWEAPONEX_Greatbow_Normal_7_DisplayName	Tough Greatbow 	h2a5309c6g547ag47f5g8e89gcabfbaa8b80a
WPN_LLWEAPONEX_Greatbow_Weak_1_DisplayName	Worn Greatbow	h5fa48b03gc1bag4f16g8e3ag7e9745dc4a1b
WPN_LLWEAPONEX_Greatbow_Weak_2_DisplayName	Old Greatbow	hd44849e6gc25dg4882g9c4ege5860b6c6466
WPN_LLWEAPONEX_Greatbow_Weak_3_DisplayName	Shoddy Greatbow	h31665c96g84a4g4e62g9309g68dad236cf99
WPN_LLWEAPONEX_Halberd_2H_Crafted_1_DisplayName	Crafted Halberd	h1f1f5486gb538g42d4gbf0egbec380f600ad
WPN_LLWEAPONEX_Halberd_2H_Crafted_2_DisplayName	Artisan's Halberd	hf6f109a5g4d4bg48b4gac52ga06e399831b5
WPN_LLWEAPONEX_Halberd_2H_Crafted_3_DisplayName	Halberd	hcae99263g291ag4d93g9c03geb6fd2fd3f60
WPN_LLWEAPONEX_Halberd_2H_Epic_1_DisplayName	General's Mercy	hed7adf4fg66d2g420eg86f9g1a4db226e260
WPN_LLWEAPONEX_Halberd_2H_Epic_10_DisplayName	Execution	h0692074agdc1cg4a2eg9518g09d39df61122
WPN_LLWEAPONEX_Halberd_2H_Epic_11_DisplayName	Etcher of Desecration	h228fd709g1af4g4d28g826dg1d919f1ad845
WPN_LLWEAPONEX_Halberd_2H_Epic_12_DisplayName	Unholy Razor	he1154cb0g4127g43c1gb287gee2314567d43
WPN_LLWEAPONEX_Halberd_2H_Epic_13_DisplayName	Stormrider	h7081960fg5dc7g4f98gb8ffg6c2f900e4259
WPN_LLWEAPONEX_Halberd_2H_Epic_14_DisplayName	Nightfall	h741caab7g9157g48cbg8110g9aef901dc508
WPN_LLWEAPONEX_Halberd_2H_Epic_15_DisplayName	Blinder	hade531feg5c76g4b2ag934cgf877630c453f
WPN_LLWEAPONEX_Halberd_2H_Epic_16_DisplayName	Soulcursed Ebon Skewer	hb2773ad0g3c62g4ba3gbc63gb215e6b9e0f7
WPN_LLWEAPONEX_Halberd_2H_Epic_2_DisplayName	Night's Edge	h408edb4agadafg44a5g8406g1181817dbfe0
WPN_LLWEAPONEX_Halberd_2H_Epic_3_DisplayName	Widowmaker	h33c3c87bg18acg457fg9fadg13b2ead3e47a
WPN_LLWEAPONEX_Halberd_2H_Epic_4_DisplayName	Peacekeeper	hff72913fgdc8cg4e21g908eg5e5b3e7b1acf
WPN_LLWEAPONEX_Halberd_2H_Epic_5_DisplayName	Remorse	h3a8bebabg42bag4ac4g9658g82f39a49df7f
WPN_LLWEAPONEX_Halberd_2H_Epic_6_DisplayName	Extermination	h28a03530g38b5g4d32gbe06gabe3d62cf635
WPN_LLWEAPONEX_Halberd_2H_Epic_7_DisplayName	Skirmisher	h20d004bag1e6bg4ffega2f2g15fc4d61dd63
WPN_LLWEAPONEX_Halberd_2H_Epic_8_DisplayName	Neck Relief	h9190f415gd78ag4ec3g91fbgdf7a0ce6ea4a
WPN_LLWEAPONEX_Halberd_2H_Epic_9_DisplayName	Executioner's Promise	hdf11a3a1g4aadg435bg98e5g18d628c247be
WPN_LLWEAPONEX_Halberd_2H_Normal_1_DisplayName	Halberd	h15468505g7d00g48f7g87d2gb0c3d05786d4
WPN_LLWEAPONEX_Halberd_2H_Normal_2_DisplayName	Honed Halberd	he8bd3008g02a2g4d68g86d2g212a3d3c2d1f
WPN_LLWEAPONEX_Halberd_2H_Normal_3_DisplayName	Reinforced Halberd	hd627d524gfb28g4fe1g9139gab79c7605691
WPN_LLWEAPONEX_Halberd_2H_Rare_1_DisplayName	Deadly Halberd	h5c5acb1cg685dg485dgb946g3adff577f871
WPN_LLWEAPONEX_Halberd_2H_Rare_2_DisplayName	Severing Halberd	h9007385fg317ag4f1dg9a03g11f9d263f11f
WPN_LLWEAPONEX_Halberd_2H_Rare_3_DisplayName	Battleworn Halberd	hec1ea95bg0743g4df6g804cg909b14dc4881
WPN_LLWEAPONEX_Halberd_2H_Rare_4_DisplayName	Soldier's Halberd	hdefc4562g22b9g4e91ga9b3g101ed3b8adfd
WPN_LLWEAPONEX_Halberd_2H_Weak_1_DisplayName	Worn Halberd	hc36b02dbg4b4fg4b5eg8ed9gc71f93eb2efb
WPN_LLWEAPONEX_Halberd_2H_Weak_2_DisplayName	Chipped Halberd	hcff879b6g68e5g4a2eg8db4g3bc4acb76de7
WPN_LLWEAPONEX_HandCrossbow_Crafted_Lizards_A_1_DisplayName	Mini-Arbalest	h304e1dbdge25fg4b24g8a32g4186ace5bc32
WPN_LLWEAPONEX_HandCrossbow_Crafted_Lizards_A_2_DisplayName	Magical Mini-Arbalest	h360e2f3fg2d1cg4ee3g9b7bg9954fd904714
WPN_LLWEAPONEX_Improv_Rod_DisplayName	Makeshift Rod	h2ac6e71fgd744g4ab1g952eg3616a153d749
WPN_LLWEAPONEX_Katana_1H_Crafted_DisplayName	Katana	hc1724c25gfae8g4519ga3e9g882fd22e1125
WPN_LLWEAPONEX_Katana_1H_Epic_1_DisplayName	Yamato's Edge	hea6f639cg0d5dg45fegae8dg6d112d0057fa
WPN_LLWEAPONEX_Katana_1H_Epic_2_DisplayName	Musashi's Victory	hbf6365bdga33fg4332g823dge30a4b8f16ca
WPN_LLWEAPONEX_Katana_1H_Epic_3_DisplayName	Honor's Edge	ha1228e93ga7fdg4392g9b46g048a6a6e7939
WPN_LLWEAPONEX_Katana_1H_Epic_4_DisplayName	Blade of the Warrior	h9cc8826fg120fg4210g820fg430a6091d269
WPN_LLWEAPONEX_Katana_1H_Epic_5_DisplayName	Omnislash	h1a441201gce6cg4239gae64g4ae486710219
WPN_LLWEAPONEX_Katana_1H_Epic_6_DisplayName	Demon's Blade	hfffc1796gc71bg44bag8e7bgc568f8d6cd3a
WPN_LLWEAPONEX_Katana_1H_Epic_7_DisplayName	Roninslayer	h7e401d4bg535fg4dd0g97c1g878fcc49843c
WPN_LLWEAPONEX_Katana_1H_Normal_1_DisplayName	Old Katana	h9c2ec983g6c2fg4608g9c5eg2aa80a46f3d7
WPN_LLWEAPONEX_Katana_1H_Normal_2_DisplayName	Worn Katana	ha4aed062gd504g4ae6ga917g83547a3fe6c6
WPN_LLWEAPONEX_Katana_1H_Normal_3_DisplayName	Katana	h6d4a9c41g1261g496bga0edg86646b188462
WPN_LLWEAPONEX_Katana_1H_Rare_1_DisplayName	Reinforced Katana	hacecc8abgd7bag4eb6gb284g68907a29d4e6
WPN_LLWEAPONEX_Katana_1H_Rare_2_DisplayName	Razor-Sharp Katana	h9bf52d4ag3acfg47cfg857cg141857c2ede4
WPN_LLWEAPONEX_Katana_1H_Rare_3_DisplayName	Wanderer's Katana	hb0b9e788g3e4cg4b82g9ad8g0f58a679f61e
WPN_LLWEAPONEX_Katana_1H_Rare_4_DisplayName	Ronin's Katana	hcfd3ed6egee94g4e43ga6aag09d6a8ef5d52
WPN_LLWEAPONEX_Katana_1H_Rare_5_DisplayName	Soldier's Katana	h86591e8cg57ceg4992g98c7g56d4f2ef8bef
WPN_LLWEAPONEX_Katana_2H_Crafted_DisplayName	Odachi	hd87228d1g9212g4f23ga0d3g7b2c9f811424
WPN_LLWEAPONEX_Katana_2H_Epic_1_DisplayName	Manslayer	h5694600eg12c6g4e23gb019g54cccce2e614
WPN_LLWEAPONEX_Katana_2H_Epic_2_DisplayName	Blade of the Silver Slayer	h4be54b4fg185fg4764gbc76g933d67e26ec4
WPN_LLWEAPONEX_Katana_2H_Epic_3_DisplayName	Crescent Blade	h2f56f463ge322g4d7eg833cgd05de7de88cc
WPN_LLWEAPONEX_Katana_2H_Epic_4_DisplayName	Blade of the Fallen Angel	h2f4c3757gba72g4955g8e46g80ce56fb3e79
WPN_LLWEAPONEX_Katana_2H_Epic_5_DisplayName	Rend	h1b283eafg771dg47aagb4b5ge7680c682398
WPN_LLWEAPONEX_Katana_2H_Normal_1_DisplayName	Old Odachi	h52a3218dgdaf6g4304gbe04g757d492767c6
WPN_LLWEAPONEX_Katana_2H_Normal_2_DisplayName	Worn Odachi	h0b34a3b1g6adeg4fb1g9ee1g21dd67825551
WPN_LLWEAPONEX_Katana_2H_Normal_3_DisplayName	Odachi	h2183c7f7gab3eg4a06g91d2g542e44f32ba9
WPN_LLWEAPONEX_Katana_2H_Rare_1_DisplayName	Reinforced Odachi	hde6d95b8g5327g4867gbb55g7da91582c247
WPN_LLWEAPONEX_Katana_2H_Rare_2_DisplayName	Steel Odachi	hf1cc24b6g3c04g4414gb2d1g7bce123ef94c
WPN_LLWEAPONEX_Katana_2H_Rare_3_DisplayName	Odachi of the Forsaken	had6f1fc6g42bbg419fg82d1gb37013834ae4
WPN_LLWEAPONEX_Katana_2H_Rare_4_DisplayName	Ronin's Odachi	h03e4cb52g3ae2g4cd3g8a2eg5d4857837938
WPN_LLWEAPONEX_Katana_2H_Rare_5_DisplayName	Soldier's Odachi	h5a2f3b15gb414g41d2g8740gab76180d63b6
WPN_LLWEAPONEX_Quarterstaff_Epic_1_DisplayName	Pilgrim's Companion	h55c426bcg89f3g406ag97a6g3e90046c74a2
WPN_LLWEAPONEX_Quarterstaff_Epic_2_DisplayName	Legbane	h24c0ebe7g8d56g4dd4gb6b6g81dafb703d08
WPN_LLWEAPONEX_Quarterstaff_Epic_3_DisplayName	Equalizer	ha1c8ab36g5d86g4c20ga8d6g9f784cbb50f4
WPN_LLWEAPONEX_Quarterstaff_Epic_4_DisplayName	Gravity Falls	h5de7cd4agefe0g4ab3g8d0agdd9fdb52f2c5
WPN_LLWEAPONEX_Quarterstaff_Epic_5_DisplayName	Monk's Resolution	h2e55bcbdg7ef2g4157gbf18g50fbc229cd17
WPN_LLWEAPONEX_Quarterstaff_Epic_6_DisplayName	Headcracker	h256eb14fg3bf7g4428g9b7dg410ff53221a8
WPN_LLWEAPONEX_Quarterstaff_Metal_Crafted_DisplayName	Metal Pipe	h17ba62e1g37e8g47a7g968fg9446ccf64370
WPN_LLWEAPONEX_Quarterstaff_Normal_Metal_1_DisplayName	Metal Quarterstaff	hdf72453ag208dg4d68ga8e0g515622b8d3da
WPN_LLWEAPONEX_Quarterstaff_Normal_Metal_2_DisplayName	Rusty Metal Quarterstaff	h992d7e10g9e76g45e9gb1b1g9ddc6ee61c44
WPN_LLWEAPONEX_Quarterstaff_Normal_Metal_3_DisplayName	Worn Metal Quarterstaff	h5fcfb3f1g8718g4c66g9b74g854452c7478f
WPN_LLWEAPONEX_Quarterstaff_Normal_Metal_4_DisplayName	Training Quarterstaff	h68d9d624g9f0cg40cbg83a2gadcd43d40c0e
WPN_LLWEAPONEX_Quarterstaff_Normal_Metal_5_DisplayName	Pilgrim's Quarterstaff	hfd15901dg95e4g4248ga3begaa6569266ba8
WPN_LLWEAPONEX_Quarterstaff_Normal_Metal_6_DisplayName	Monk's Quarterstaff	h91c254adgbe70g42e2g9f12g4e7249e9d896
WPN_LLWEAPONEX_Quarterstaff_Normal_Metal_7_DisplayName	Acolyte's Quarterstaff	h52718af4gd3c1g4d32g968egc807f80c9830
WPN_LLWEAPONEX_Quarterstaff_Normal_Metal_Weak_1_DisplayName	Rusty Pipe	he770b73agb777g4b00ga3a5g0cbe13b85048
WPN_LLWEAPONEX_Quarterstaff_Normal_Metal_Weak_2_DisplayName	Old Metal Pipe	h6b4e0684g604bg40aeg9f91ga04ce93898e7
WPN_LLWEAPONEX_Quarterstaff_Normal_Metal_Weak_3_DisplayName	Dented Metal Pipe	h0790a7c0g329cg42acgb521ge50c700bfc23
WPN_LLWEAPONEX_Quarterstaff_Normal_Metal_Weak_4_DisplayName	Tough Metal Pipe	hfb808cdcg1b90g4842g96f4ga9cdcc32a526
WPN_LLWEAPONEX_Quarterstaff_Normal_Wood_1_DisplayName	Old Quarterstaff	hf20cd8bagadbdg480cga5d2ge6b2af96dfc0
WPN_LLWEAPONEX_Quarterstaff_Normal_Wood_2_DisplayName	Worn Quarterstaff	h8b0389dbge818g421egb679g3b1c28fd7a5e
WPN_LLWEAPONEX_Quarterstaff_Normal_Wood_3_DisplayName	Wooden Quarterstaff	hfda37976gd595g4455ga996g0ca7e5ea6bea
WPN_LLWEAPONEX_Quarterstaff_Normal_Wood_4_DisplayName	Walking Stick	h7159eb88g564dg4c20g8785g5f2ec85f70d7
WPN_LLWEAPONEX_Quarterstaff_Normal_Wood_5_DisplayName	Pilgrim's Quarterstaff	h7fa5d20cg6190g4f09ga0abg7737430ae55f
WPN_LLWEAPONEX_Quarterstaff_Normal_Wood_6_DisplayName	Monk's Quarterstaff	h926a3433gfd61g4d2dg9e82g338902b1340e
WPN_LLWEAPONEX_Quarterstaff_Normal_Wood_7_DisplayName	Acolyte's Quarterstaff	h8faa8bf7gef33g44cfgaf86g76d4850a5ba0
WPN_LLWEAPONEX_Quarterstaff_Normal_Wood1_DisplayName	Capped Quarterstaff	h0ee0f7bbg3f1ag44b1g921ege32ac4f642a3
WPN_LLWEAPONEX_Quarterstaff_Normal_Wood2_DisplayName	Spiked Quarterstaff	hf815f581gf0a7g4d7bg85bdgbfd1ee921cbd
WPN_LLWEAPONEX_Quarterstaff_Normal_Wood3_DisplayName	Pilgrim's Spiked Quarterstaff	h5eb0dcafg0ee8g4b0agb4b8gfc5df2e3e5b5
WPN_LLWEAPONEX_Quarterstaff_Normal_Wood4_DisplayName	Monk's Spiked Quarterstaff	haa598e7ag5e50g4e17gb546g7ea213fa1295
WPN_LLWEAPONEX_Quarterstaff_Normal_Wood5_DisplayName	Journeyman's Spiked Quarterstaff	haeaa255fg1908g4d35g9a85g55c48aebf64d
WPN_LLWEAPONEX_Quarterstaff_Rare_1_DisplayName	Defender's Post	h7d6783d8g47d3g435fg8681g99bb73fef453
WPN_LLWEAPONEX_Quarterstaff_Rare_2_DisplayName	Tigerstrike	hcbd88005g2073g4893gaf79gb5649761370f
WPN_LLWEAPONEX_Quarterstaff_Rare_3_DisplayName	Reacher	h2f2dfc11g8799g4c8dga1c9g7036bd340814
WPN_LLWEAPONEX_Quarterstaff_Rare_4_DisplayName	Trippington	h5aaa01f3gf1b5g46dagae78gb82d69c351db
WPN_LLWEAPONEX_Quarterstaff_Rare_5_DisplayName	Sweeper	h600027f7gac39g419bgba1dg56a1a17df1f9
